,storeID,regionID,name,name_tracking,site_code,description,openTime,closeTime,latitude,longtitude,image,address,phoneNumber,activities,services,hotline,scanCard,statusSaleOnline,messageOffSaleOnline,shippingConditionShort,shippingConditionLong,freeshipTotalAmount,freeshipDistance,deliveryLimited
19,25,7,Big C MIỀN ĐÔNG,Big C MIEN DONG,103,,08:00,22:00,10.77851,106.665584,https://dev-mobileapp.bigc.vn/files/images/store2/big-c-mien-dong.jpg,"268 Tô Hiến Thành, Phường 15, Quận 10, TP. Hồ Chí Minh ( Ngã ba Tô Hiến Thành - Sư Vạn Hạnh)",19001880,,,,0,1,,Miễn phí giao hàng trong bán kính 7km,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 7 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đđ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 7 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 7km nh&acirc;n với 5.000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5.000đ.",300000,7000,20000
20,26,7,GO! NGUYỄN THỊ THẬP,GO! NGUYEN THI THAP,133,,08:00,22:00,10.737122,106.725215,https://dev-mobileapp.bigc.vn/files/images/store/big-c-nguyen-thi-thap.jpg,"Lô A, Khu Dân Cư Cityland, 99  Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TP. Hồ Chí Minh",19001880,,,,0,1,,Miễn phí giao hàng trong bán kính 7km,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 7 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 7 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 7km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,7000,20000
21,27,7,GO! PHÚ THẠNH,GO! PHU THANH,111,,08:00,22:00,10.78072,106.63163,https://dev-mobileapp.bigc.vn/files/stores/go-ph-th-nh.png,"212 Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, TP. Hồ Chí Minh",19001880,,,,0,1,,Miễn phí giao hàng trong bán kính 7km,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 7 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 7 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 7km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,7000,20000
22,29,7,Big C TRƯỜNG CHINH,Big C TRUONG CHINH,122,,08:00,22:00,10.80687,106.63468,https://dev-mobileapp.bigc.vn/files/stores/stores-banners/stores-banners-2020/truongchinh-new.jpg,"1/1 Trường Chinh, Phường Tây Thạnh, Quận Tân Phú, TP. Hồ Chí Minh",19001880,,,,0,1,,Miễn phí giao hàng trong bán kính 7km,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 7 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 7 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 7km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,7000,20000
23,30,5,Big C BÌNH DƯƠNG,Big C BINH DUONG,121,,08:00,22:00,10.98727,106.66435,https://dev-mobileapp.bigc.vn/files/images/store/big-c-bi-nh-du-o-ng.jpg,"Phường Hiệp Thành, TP. Thủ Dầu Một, Tỉnh Bình Dương",19001880,,,,0,1,,,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
24,31,5,GO! CẦN THƠ,GO! CAN THO,120,,08:00,22:00,10.01391,105.78459,https://dev-mobileapp.bigc.vn/files/stores/go-can-tho.png,"Lô số 1, Khu Dân Cư Hưng Phú 1, Phường Hưng Phú, Quận Cái Răng, TP. Cần Thơ",19001880,,,,0,1,,,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
25,32,2,GO! ĐÀ LẠT,GO! DA LAT,126,,07:30,22:00,11.93861,108.44421,https://dev-mobileapp.bigc.vn/files/images/store/go-dalat-2.png,"Quảng trường trung tâm Đà Lạt, Đường Trần Quốc Toản, Phường 1, Thành Phố Đà Lạt",19001880,,,,0,1,,,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
26,33,5,GO! DĨ AN,GO! DĨ AN,123,,08:00,22:00,10.88946,106.77643,https://dev-mobileapp.bigc.vn/files/store/go-dian.jpg,"Phường Đông Hòa, Thị Xã Dĩ An, Tỉnh Bình Dương",19001880,,,,0,1,,,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
27,34,5,Big C ĐỒNG NAI,Big C DONG NAI,101,,08:00,22:00,10.9055,106.85061,https://dev-mobileapp.bigc.vn/files/images/store/big-c-dong-nai-1.jpg,"Số 833, Xa lộ Hà Nội, Phường Long Bình Tân, Thành Phố Biên Hòa, Tỉnh Đồng Nai ( Ngã 4 Vũng Tàu)",19001880,,,,0,1,,,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
28,35,5,Big C TÂN HIỆP,Big C TAN HIEP,115,,08:00,22:00,10.96641,106.85478,https://dev-mobileapp.bigc.vn/files/stores/stores-banners/stores-banners-2020/tanhiep-new.jpg,"1135 đường Nguyễn Ái Quốc, Khu phố 2, Phường Tân Hiệp, TP. Biên Hòa, Tỉnh Đồng Nai (Ngã tư Tân Phong)",19001880,,,,0,1,,,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
29,36,5,GO! MỸ THO,GO! MỸ THO,137,,08:00,22:00,10.35178,106.33907,https://dev-mobileapp.bigc.vn/files/stores/stores-banners/my-tho.jpg,"545 đường Lê Văn Phẩm, Phường 5, Thành phố Mỹ Tho, Tỉnh Tiền Giang, Việt Nam",19001880,,,,0,1,,,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
30,38,5,GO! TRÀ VINH,GO! TRÀ VINH,140,,08:00,22:00,9.92342,106.32814,https://dev-mobileapp.bigc.vn/files/stores/stores-banners/all-template-big-c-go-16.png,"Trung Tâm Thương Mại và Siêu Thị Trà Vinh, đường Võ Nguyên Giáp, P7, Tp. Trà Vinh, tỉnh Trà Vinh ",19001880,,,,0,1,,,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
31,39,2,GO! Buôn Mê Thuột,GO! Buôn Mê Thuột,141,,08:00,22:00,12.68404,108.01797,https://dev-mobileapp.bigc.vn/files/stores/stores-banners/stores-banners-2020/go-bmt.png,"Trung tâm thương mại Buôn Mê Thuột, góc đường Nguyễn Thị Định và đường vành đai phía Tây, phường Thành Nhất, thành phố Buôn Mê Thuột, tỉnh Đắk Lắk",19001880,,,,0,1,,,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
32,40,2,GO! Quảng Ngãi,GO! Quảng Ngãi,139,,08:00,22:00,15.09971,108.8181,https://dev-mobileapp.bigc.vn/files/stores/stores-banners/go-qn.png,"Trung tâm thương mại và Đại Siêu thị GO!Hùng Cường, đường Lý Thường Kiệt, phường Nghĩa Chánh, Thành phố Quảng Ngãi",19001880,,,,0,1,,,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
33,41,5,GO! BẾN TRE,GO! BEN TRE,142,,08:00,22:00,10.254418,106.359885,https://dev-mobileapp.bigc.vn/files/stores/go-bentre.png,"Tầng Trệt, Trung tâm thương mại GO! Bến Tre, Ấp 1, đường Võ Nguyên Giáp (Quốc lộ 60), Xã Sơn Đông, Thành phố Bến Tre, Tỉnh Bến Tre, Việt Nam ",19001880,,,,0,1,,,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10 km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10 km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
34,42,4,GO! THÁI NGUYÊN,GO! THÁI NGUYÊN,144,,08:00,22:00,21.57162,105.83437,https://dev-mobileapp.bigc.vn/files/banner/2021/image-2021-03-03-11-20-29.png,"Khu dân cư số 1, Đường Việt Bắc, Phường Tân Lập, Thành phố Thái Nguyên, Tỉnh Thái Nguyên",1900 1880,,,,0,1,,Miễn phí giao hàng trong bán kính 10km,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
35,43,3,GO! BÀ RỊA,GO! BÀ RỊA,143,,08:00,22:00,10.49173,107.16885,https://dev-mobileapp.bigc.vn/files/banner/2021/go-ba-ria.png,"Tầng 1 TTTM GO! Bà Rịa, Số 2A đường Nguyễn Đình Chiểu, KP1,   P. Phước Hiệp, TP. Bà Rịa, Tỉnh Bà Rịa-Vũng Tàu, Việt Nam",1900 1880,,,,1,1,,Miễn phí giao hàng trong bán kính 10km,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
36,44,1,GO! Thái Bình,GO! Thái Bình,145,,08:00,22:00,20.439983599529935,106.32163356937689,https://dev-mobileapp.bigc.vn/files/images/store/go-thai-binh.png,"TTTM GO! Thái Bình, đường Trần Thái Tông, Tổ 1, Phường Phú Khánh, TP Thái Bình, Tỉnh Thái Bình ",0227 730 0668,,,,0,1,,Miễn phí giao hàng trong bán kính 10km,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
37,45,6,GO! Lào Cai,GO! Lào Cai,146,,08:00,22:00,22.4344937472042,104.01587247848511,https://dev-mobileapp.bigc.vn/files/store/go-lao-cai.png,"Km6+600, Thửa đất HH1 thuộc tiểu khu đô thị số 13, Đường Trần Hưng Đạo, Phường Bắc Lệnh, Thành phố Lào Cai, Tỉnh Lào Cai, Việt Nam",,,,,0,1,,Miễn phí giao hàng trong bán kính 10km,"1. GO! &amp; Big C MIỄN PH&Iacute; VẬN CHUYỂN đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển trong b&aacute;n k&iacute;nh 10km.<br />
<br />
2. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị từ 300.000đ trở l&ecirc;n v&agrave; khoảng c&aacute;ch vận chuyển tr&ecirc;n 10km, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km vượt qu&aacute; 10km nh&acirc;n với 5000đ.<br />
<br />
3. Đối với c&aacute;c đơn h&agrave;ng c&oacute; gi&aacute; trị dưới 300.000đ, ph&iacute; giao h&agrave;ng sẽ được t&iacute;nh bằng c&aacute;ch lấy số km nh&acirc;n với 5000đ.",300000,10000,20000
